count,enttype,category,description,data,data_fields,source_value,target_concept_id
5,372,Diagnostic Tests,Scoring test result,27-Jan,4,372-Diagnostic Tests-Scoring test result-1/27,
2,372,Diagnostic Tests,Scoring test result,24-Jan,4,372-Diagnostic Tests-Scoring test result-1/24,
5,372,Diagnostic Tests,Scoring test result,21-Jan,4,372-Diagnostic Tests-Scoring test result-1/21,
1,372,Diagnostic Tests,Scoring test result,2-Jan,4,372-Diagnostic Tests-Scoring test result-1/2,
1,372,Diagnostic Tests,Scoring test result,10-Jan,4,372-Diagnostic Tests-Scoring test result-1/10,
1,372,Diagnostic Tests,Scoring test result,1.OO,4,372-Diagnostic Tests-Scoring test result-1.OO,0
1,372,Diagnostic Tests,Scoring test result,1.98%,4,372-Diagnostic Tests-Scoring test result-1.98%,
1,372,Diagnostic Tests,Scoring test result,1.98,4,372-Diagnostic Tests-Scoring test result-1.98,0
1,372,Diagnostic Tests,Scoring test result,1.97,4,372-Diagnostic Tests-Scoring test result-1.97,0
1,372,Diagnostic Tests,Scoring test result,1.91,4,372-Diagnostic Tests-Scoring test result-1.91,0
27,372,Diagnostic Tests,Scoring test result,1.90%,4,372-Diagnostic Tests-Scoring test result-1.9%,
8,372,Diagnostic Tests,Scoring test result,1.9,4,372-Diagnostic Tests-Scoring test result-1.9,0
1,372,Diagnostic Tests,Scoring test result,1.89,4,372-Diagnostic Tests-Scoring test result-1.89,0
1,372,Diagnostic Tests,Scoring test result,1.84,4,372-Diagnostic Tests-Scoring test result-1.84,0
19,372,Diagnostic Tests,Scoring test result,1.80%,4,372-Diagnostic Tests-Scoring test result-1.8%,
10,372,Diagnostic Tests,Scoring test result,1.8,4,372-Diagnostic Tests-Scoring test result-1.8,0
1,372,Diagnostic Tests,Scoring test result,1.79,4,372-Diagnostic Tests-Scoring test result-1.79,0
1,372,Diagnostic Tests,Scoring test result,1.7.> 4.0,4,372-Diagnostic Tests-Scoring test result-1.7.> 4.0,0
22,372,Diagnostic Tests,Scoring test result,1.70%,4,372-Diagnostic Tests-Scoring test result-1.7%,
7,372,Diagnostic Tests,Scoring test result,1.7,4,372-Diagnostic Tests-Scoring test result-1.7,0
1,372,Diagnostic Tests,Scoring test result,1.67,4,372-Diagnostic Tests-Scoring test result-1.67,0
14,372,Diagnostic Tests,Scoring test result,1.60%,4,372-Diagnostic Tests-Scoring test result-1.6%,
6,372,Diagnostic Tests,Scoring test result,1.6,4,372-Diagnostic Tests-Scoring test result-1.6,0
1,372,Diagnostic Tests,Scoring test result,1.5X FRAMINGH,4,372-Diagnostic Tests-Scoring test result-1.5X FRAMINGH,0
1,372,Diagnostic Tests,Scoring test result,1.54,4,372-Diagnostic Tests-Scoring test result-1.54,0
1,372,Diagnostic Tests,Scoring test result,1.51,4,372-Diagnostic Tests-Scoring test result-1.51,0
1,372,Diagnostic Tests,Scoring test result,1.5-2.5,4,372-Diagnostic Tests-Scoring test result-1.5-2.5,0
29,372,Diagnostic Tests,Scoring test result,1.50%,4,372-Diagnostic Tests-Scoring test result-1.5%,
1,372,Diagnostic Tests,Scoring test result,1.50%,4,372-Diagnostic Tests-Scoring test result-1.5 %,
11,372,Diagnostic Tests,Scoring test result,1.5,4,372-Diagnostic Tests-Scoring test result-1.5,0
1,372,Diagnostic Tests,Scoring test result,1.455,4,372-Diagnostic Tests-Scoring test result-1.455,
1,372,Diagnostic Tests,Scoring test result,1.41,4,372-Diagnostic Tests-Scoring test result-1.41,0
25,372,Diagnostic Tests,Scoring test result,1.40%,4,372-Diagnostic Tests-Scoring test result-1.4%,
9,372,Diagnostic Tests,Scoring test result,1.4,4,372-Diagnostic Tests-Scoring test result-1.4,0
1,372,Diagnostic Tests,Scoring test result,1.38,4,372-Diagnostic Tests-Scoring test result-1.38,
19,372,Diagnostic Tests,Scoring test result,1.30%,4,372-Diagnostic Tests-Scoring test result-1.3%,
4,372,Diagnostic Tests,Scoring test result,1.3,4,372-Diagnostic Tests-Scoring test result-1.3,0
1,372,Diagnostic Tests,Scoring test result,1.28,4,372-Diagnostic Tests-Scoring test result-1.28,0
1,372,Diagnostic Tests,Scoring test result,1.25,4,372-Diagnostic Tests-Scoring test result-1.25,0
27,372,Diagnostic Tests,Scoring test result,1.20%,4,372-Diagnostic Tests-Scoring test result-1.2%,
1,372,Diagnostic Tests,Scoring test result,1.20%,4,372-Diagnostic Tests-Scoring test result-1.2 %,
4,372,Diagnostic Tests,Scoring test result,1.2,4,372-Diagnostic Tests-Scoring test result-1.2,0
1,372,Diagnostic Tests,Scoring test result,1.14,4,372-Diagnostic Tests-Scoring test result-1.14,0
17,372,Diagnostic Tests,Scoring test result,1.10%,4,372-Diagnostic Tests-Scoring test result-1.1%,
10,372,Diagnostic Tests,Scoring test result,1.1,4,372-Diagnostic Tests-Scoring test result-1.1,0
1,372,Diagnostic Tests,Scoring test result,1.08%,4,372-Diagnostic Tests-Scoring test result-1.08%,
142,372,Diagnostic Tests,Scoring test result,1,4,372-Diagnostic Tests-Scoring test result-1.00,
1,372,Diagnostic Tests,Scoring test result,1.00%,4,372-Diagnostic Tests-Scoring test result-1.0%,
15,372,Diagnostic Tests,Scoring test result,1,4,372-Diagnostic Tests-Scoring test result-1.0,
1,372,Diagnostic Tests,Scoring test result,5-Jan,4,372-Diagnostic Tests-Scoring test result-1-5,
1,372,Diagnostic Tests,Scoring test result,1-2 UNITS P/D,4,372-Diagnostic Tests-Scoring test result-1-2 UNITS P/D,0
2,372,Diagnostic Tests,Scoring test result,2-Jan,4,372-Diagnostic Tests-Scoring test result-1-2,
1,372,Diagnostic Tests,Scoring test result,"1,4,9",4,"372-Diagnostic Tests-Scoring test result-1,4,9",
1,372,Diagnostic Tests,Scoring test result,"1,00",4,"372-Diagnostic Tests-Scoring test result-1,00",
1,372,Diagnostic Tests,Scoring test result,"1,0,1,0,0,1,0",4,"372-Diagnostic Tests-Scoring test result-1,0,1,0,0,1,0",
1,372,Diagnostic Tests,Scoring test result,1+8+12,4,372-Diagnostic Tests-Scoring test result-1+8+12,0
1,372,Diagnostic Tests,Scoring test result,1+2+21,4,372-Diagnostic Tests-Scoring test result-1+2+21,0
1,372,Diagnostic Tests,Scoring test result,1+19,4,372-Diagnostic Tests-Scoring test result-1+19,0
1,372,Diagnostic Tests,Scoring test result,1+10+9,4,372-Diagnostic Tests-Scoring test result-1+10+9,0
1,372,Diagnostic Tests,Scoring test result,1+0+1+2+1,4,372-Diagnostic Tests-Scoring test result-1+0+1+2+1,0
96,372,Diagnostic Tests,Scoring test result,1%,4,372-Diagnostic Tests-Scoring test result-1%,
2,372,Diagnostic Tests,Scoring test result,1 UNIT P/W,4,372-Diagnostic Tests-Scoring test result-1 UNIT P/W,0
1,372,Diagnostic Tests,Scoring test result,1 2 1=4,4,372-Diagnostic Tests-Scoring test result-1 2 1=4,0
2795,372,Diagnostic Tests,Scoring test result,1,4,372-Diagnostic Tests-Scoring test result-1,0
1,372,Diagnostic Tests,Scoring test result,0UT OF 24,4,372-Diagnostic Tests-Scoring test result-0UT OF 24,0
1,372,Diagnostic Tests,Scoring test result,30-Sep,4,372-Diagnostic Tests-Scoring test result-09/30,
30,372,Diagnostic Tests,Scoring test result,9,4,372-Diagnostic Tests-Scoring test result-09,
51,372,Diagnostic Tests,Scoring test result,8,4,372-Diagnostic Tests-Scoring test result-08,
44,372,Diagnostic Tests,Scoring test result,7,4,372-Diagnostic Tests-Scoring test result-07,
92,372,Diagnostic Tests,Scoring test result,6,4,372-Diagnostic Tests-Scoring test result-06,
120,372,Diagnostic Tests,Scoring test result,5,4,372-Diagnostic Tests-Scoring test result-05,
175,372,Diagnostic Tests,Scoring test result,4,4,372-Diagnostic Tests-Scoring test result-04,
119,372,Diagnostic Tests,Scoring test result,3,4,372-Diagnostic Tests-Scoring test result-03,
1,372,Diagnostic Tests,Scoring test result,23333000,4,372-Diagnostic Tests-Scoring test result-023333000,
131,372,Diagnostic Tests,Scoring test result,2,4,372-Diagnostic Tests-Scoring test result-02,
1,372,Diagnostic Tests,Scoring test result,27-Jan,4,372-Diagnostic Tests-Scoring test result-01/27,
102,372,Diagnostic Tests,Scoring test result,1,4,372-Diagnostic Tests-Scoring test result-01,
1,372,Diagnostic Tests,Scoring test result,1110000,4,372-Diagnostic Tests-Scoring test result-001110000,
2,372,Diagnostic Tests,Scoring test result,0,4,372-Diagnostic Tests-Scoring test result-000,
7,372,Diagnostic Tests,Scoring test result,0,4,372-Diagnostic Tests-Scoring test result-00,
5,372,Diagnostic Tests,Scoring test result,0/9,4,372-Diagnostic Tests-Scoring test result-0/9,0
2,372,Diagnostic Tests,Scoring test result,0/5,4,372-Diagnostic Tests-Scoring test result-0/5,0
4,372,Diagnostic Tests,Scoring test result,0/40,4,372-Diagnostic Tests-Scoring test result-0/40,0
4,372,Diagnostic Tests,Scoring test result,0/4,4,372-Diagnostic Tests-Scoring test result-0/4,0
29,372,Diagnostic Tests,Scoring test result,0/30,4,372-Diagnostic Tests-Scoring test result-0/30,0
1,372,Diagnostic Tests,Scoring test result,0/3,4,372-Diagnostic Tests-Scoring test result-0/3,0
1,372,Diagnostic Tests,Scoring test result,0/28 (6CIT),4,372-Diagnostic Tests-Scoring test result-0/28 (6CIT),0
1,372,Diagnostic Tests,Scoring test result,0/28 ( 6CIT),4,372-Diagnostic Tests-Scoring test result-0/28 ( 6CIT),0
20,372,Diagnostic Tests,Scoring test result,0/28,4,372-Diagnostic Tests-Scoring test result-0/28,0
19,372,Diagnostic Tests,Scoring test result,0/27,4,372-Diagnostic Tests-Scoring test result-0/27,0
3,372,Diagnostic Tests,Scoring test result,0/24,4,372-Diagnostic Tests-Scoring test result-0/24,0
7,372,Diagnostic Tests,Scoring test result,0/21,4,372-Diagnostic Tests-Scoring test result-0/21,0
2,372,Diagnostic Tests,Scoring test result,0/12,4,372-Diagnostic Tests-Scoring test result-0/12,0
1,372,Diagnostic Tests,Scoring test result,0/10,4,372-Diagnostic Tests-Scoring test result-0/10,0
1,372,Diagnostic Tests,Scoring test result,0/00,4,372-Diagnostic Tests-Scoring test result-0/00,0
2,372,Diagnostic Tests,Scoring test result,0/.00,4,372-Diagnostic Tests-Scoring test result-0/.00,0
1,372,Diagnostic Tests,Scoring test result,0.99,4,372-Diagnostic Tests-Scoring test result-0.99,0
1,372,Diagnostic Tests,Scoring test result,0.93%,4,372-Diagnostic Tests-Scoring test result-0.93%,
1,372,Diagnostic Tests,Scoring test result,0.92%,4,372-Diagnostic Tests-Scoring test result-0.92%,
1,372,Diagnostic Tests,Scoring test result,0.92,4,372-Diagnostic Tests-Scoring test result-0.92,0
24,372,Diagnostic Tests,Scoring test result,0.90%,4,372-Diagnostic Tests-Scoring test result-0.9%,
7,372,Diagnostic Tests,Scoring test result,0.9,4,372-Diagnostic Tests-Scoring test result-0.9,0
1,372,Diagnostic Tests,Scoring test result,0.83,4,372-Diagnostic Tests-Scoring test result-0.83,0
23,372,Diagnostic Tests,Scoring test result,0.80%,4,372-Diagnostic Tests-Scoring test result-0.8%,
6,372,Diagnostic Tests,Scoring test result,0.8,4,372-Diagnostic Tests-Scoring test result-0.8,0
1,372,Diagnostic Tests,Scoring test result,0.78,4,372-Diagnostic Tests-Scoring test result-0.78,0
27,372,Diagnostic Tests,Scoring test result,0.70%,4,372-Diagnostic Tests-Scoring test result-0.7%,
2,372,Diagnostic Tests,Scoring test result,0.7,4,372-Diagnostic Tests-Scoring test result-0.7,0
1,372,Diagnostic Tests,Scoring test result,0.68%,4,372-Diagnostic Tests-Scoring test result-0.68%,
1,372,Diagnostic Tests,Scoring test result,0.67,4,372-Diagnostic Tests-Scoring test result-0.67,0
1,372,Diagnostic Tests,Scoring test result,0.63%,4,372-Diagnostic Tests-Scoring test result-0.63%,
1,372,Diagnostic Tests,Scoring test result,0.62%,4,372-Diagnostic Tests-Scoring test result-0.62%,
19,372,Diagnostic Tests,Scoring test result,0.60%,4,372-Diagnostic Tests-Scoring test result-0.6%,
4,372,Diagnostic Tests,Scoring test result,0.6,4,372-Diagnostic Tests-Scoring test result-0.6,0
3,372,Diagnostic Tests,Scoring test result,0.50%,4,372-Diagnostic Tests-Scoring test result-0.50%,
2,372,Diagnostic Tests,Scoring test result,0.5,4,372-Diagnostic Tests-Scoring test result-0.50,
19,372,Diagnostic Tests,Scoring test result,0.50%,4,372-Diagnostic Tests-Scoring test result-0.5%,
2,372,Diagnostic Tests,Scoring test result,0.5,4,372-Diagnostic Tests-Scoring test result-0.5,0
1,372,Diagnostic Tests,Scoring test result,0.4,4,372-Diagnostic Tests-Scoring test result-0.40,
10,372,Diagnostic Tests,Scoring test result,0.40%,4,372-Diagnostic Tests-Scoring test result-0.4%,
2,372,Diagnostic Tests,Scoring test result,0.4,4,372-Diagnostic Tests-Scoring test result-0.4,0
3,372,Diagnostic Tests,Scoring test result,0.30%,4,372-Diagnostic Tests-Scoring test result-0.3%,
2,372,Diagnostic Tests,Scoring test result,0.3,4,372-Diagnostic Tests-Scoring test result-0.3,0
2,372,Diagnostic Tests,Scoring test result,0.2,4,372-Diagnostic Tests-Scoring test result-0.2,0
3,372,Diagnostic Tests,Scoring test result,0.1.2.3,4,372-Diagnostic Tests-Scoring test result-0.1.2.3,0
1,372,Diagnostic Tests,Scoring test result,0.10%,4,372-Diagnostic Tests-Scoring test result-0.1%,
2,372,Diagnostic Tests,Scoring test result,0.1,4,372-Diagnostic Tests-Scoring test result-0.1,0
1,372,Diagnostic Tests,Scoring test result,0,4,372-Diagnostic Tests-Scoring test result-0.000,
332,372,Diagnostic Tests,Scoring test result,0,4,372-Diagnostic Tests-Scoring test result-0.00,
11,372,Diagnostic Tests,Scoring test result,0,4,372-Diagnostic Tests-Scoring test result-0.0,
5,372,Diagnostic Tests,Scoring test result,"0.,00",4,"372-Diagnostic Tests-Scoring test result-0.,00",
1,372,Diagnostic Tests,Scoring test result,0-7 NORMAL,4,372-Diagnostic Tests-Scoring test result-0-7 NORMAL,0
2,372,Diagnostic Tests,Scoring test result,0-7,4,372-Diagnostic Tests-Scoring test result-0-7,0
1,372,Diagnostic Tests,Scoring test result,0-6,4,372-Diagnostic Tests-Scoring test result-0-6,0
2,372,Diagnostic Tests,Scoring test result,0-40,4,372-Diagnostic Tests-Scoring test result-0-40,0
1,372,Diagnostic Tests,Scoring test result,0-4 SCORE,4,372-Diagnostic Tests-Scoring test result-0-4 SCORE,0
2,372,Diagnostic Tests,Scoring test result,0-4,4,372-Diagnostic Tests-Scoring test result-0-4,0
1,372,Diagnostic Tests,Scoring test result,0-3 SEVERITY,4,372-Diagnostic Tests-Scoring test result-0-3 SEVERITY,0
1,372,Diagnostic Tests,Scoring test result,0-3,4,372-Diagnostic Tests-Scoring test result-0-3,0
1,372,Diagnostic Tests,Scoring test result,0-27/27,4,372-Diagnostic Tests-Scoring test result-0-27/27,0
16,372,Diagnostic Tests,Scoring test result,0-27,4,372-Diagnostic Tests-Scoring test result-0-27,0
1,372,Diagnostic Tests,Scoring test result,0-24,4,372-Diagnostic Tests-Scoring test result-0-24,0
2,372,Diagnostic Tests,Scoring test result,0-21,4,372-Diagnostic Tests-Scoring test result-0-21,0
1,372,Diagnostic Tests,Scoring test result,0-10000,4,372-Diagnostic Tests-Scoring test result-0-10000,0
5,372,Diagnostic Tests,Scoring test result,0-100,4,372-Diagnostic Tests-Scoring test result-0-100,0
1,372,Diagnostic Tests,Scoring test result,0-10 = NORMAL,4,372-Diagnostic Tests-Scoring test result-0-10 = NORMAL,0
2,372,Diagnostic Tests,Scoring test result,0-1,4,372-Diagnostic Tests-Scoring test result-0-1,0
1,372,Diagnostic Tests,Scoring test result,0-0-6-18,4,372-Diagnostic Tests-Scoring test result-0-0-6-18,0
1,372,Diagnostic Tests,Scoring test result,"0,1.2.3",4,"372-Diagnostic Tests-Scoring test result-0,1.2.3",
1,372,Diagnostic Tests,Scoring test result,"0,1,2,3.",4,"372-Diagnostic Tests-Scoring test result-0,1,2,3.",
2,372,Diagnostic Tests,Scoring test result,"0,1,2,3",4,"372-Diagnostic Tests-Scoring test result-0,1,2,3",
4,372,Diagnostic Tests,Scoring test result,"0,00",4,"372-Diagnostic Tests-Scoring test result-0,00",
13,372,Diagnostic Tests,Scoring test result,"0,0,4",4,"372-Diagnostic Tests-Scoring test result-0,0,4",
1138,372,Diagnostic Tests,Scoring test result,"0,0,0",4,"372-Diagnostic Tests-Scoring test result-0,0,0",
1,372,Diagnostic Tests,Scoring test result,0+8+9,4,372-Diagnostic Tests-Scoring test result-0+8+9,0
1,372,Diagnostic Tests,Scoring test result,0% (-2),4,372-Diagnostic Tests-Scoring test result-0% (-2),0
7,372,Diagnostic Tests,Scoring test result,0%,4,372-Diagnostic Tests-Scoring test result-0%,
1,372,Diagnostic Tests,Scoring test result,0 SYMPTOMS,4,372-Diagnostic Tests-Scoring test result-0 SYMPTOMS,0
1,372,Diagnostic Tests,Scoring test result,0 OUT OF 27,4,372-Diagnostic Tests-Scoring test result-0 OUT OF 27,0
1,372,Diagnostic Tests,Scoring test result,0 NORMAL,4,372-Diagnostic Tests-Scoring test result-0 NORMAL,0
1,372,Diagnostic Tests,Scoring test result,0 MLS,4,372-Diagnostic Tests-Scoring test result-0 MLS,0
1,372,Diagnostic Tests,Scoring test result,0 -3,4,372-Diagnostic Tests-Scoring test result-0 -3,0
2,372,Diagnostic Tests,Scoring test result,0 - 3,4,372-Diagnostic Tests-Scoring test result-0 - 3,0
5397,372,Diagnostic Tests,Scoring test result,0,4,372-Diagnostic Tests-Scoring test result-0,0
9,372,Diagnostic Tests,Scoring test result,/9,4,372-Diagnostic Tests-Scoring test result-/9,0
1,372,Diagnostic Tests,Scoring test result,/8,4,372-Diagnostic Tests-Scoring test result-/8,0
2,372,Diagnostic Tests,Scoring test result,/63,4,372-Diagnostic Tests-Scoring test result-/63,0
1,372,Diagnostic Tests,Scoring test result,/60,4,372-Diagnostic Tests-Scoring test result-/60,0
2,372,Diagnostic Tests,Scoring test result,/6,4,372-Diagnostic Tests-Scoring test result-/6,0
2,372,Diagnostic Tests,Scoring test result,/56,4,372-Diagnostic Tests-Scoring test result-/56,0
6,372,Diagnostic Tests,Scoring test result,/48,4,372-Diagnostic Tests-Scoring test result-/48,0
381,372,Diagnostic Tests,Scoring test result,/42,4,372-Diagnostic Tests-Scoring test result-/42,0
8,372,Diagnostic Tests,Scoring test result,/40,4,372-Diagnostic Tests-Scoring test result-/40,0
3,372,Diagnostic Tests,Scoring test result,/4,4,372-Diagnostic Tests-Scoring test result-/4,0
1,372,Diagnostic Tests,Scoring test result,/390,4,372-Diagnostic Tests-Scoring test result-/390,0
1,372,Diagnostic Tests,Scoring test result,/37,4,372-Diagnostic Tests-Scoring test result-/37,0
1,372,Diagnostic Tests,Scoring test result,/35 OR 41,4,372-Diagnostic Tests-Scoring test result-/35 OR 41,0
1,372,Diagnostic Tests,Scoring test result,/35 + 5,4,372-Diagnostic Tests-Scoring test result-/35 + 5,0
117,372,Diagnostic Tests,Scoring test result,/35,4,372-Diagnostic Tests-Scoring test result-/35,0
1,372,Diagnostic Tests,Scoring test result,/34,4,372-Diagnostic Tests-Scoring test result-/34,0
2,372,Diagnostic Tests,Scoring test result,/30.,4,372-Diagnostic Tests-Scoring test result-/30.,0
2,372,Diagnostic Tests,Scoring test result,/30 MMSE,4,372-Diagnostic Tests-Scoring test result-/30 MMSE,0
302,372,Diagnostic Tests,Scoring test result,/30,4,372-Diagnostic Tests-Scoring test result-/30,0
1,372,Diagnostic Tests,Scoring test result,/3,4,372-Diagnostic Tests-Scoring test result-/3,0
2,372,Diagnostic Tests,Scoring test result,/29,4,372-Diagnostic Tests-Scoring test result-/29,0
7,372,Diagnostic Tests,Scoring test result,/28,4,372-Diagnostic Tests-Scoring test result-/28,0
1,372,Diagnostic Tests,Scoring test result,/27.,4,372-Diagnostic Tests-Scoring test result-/27.,0
2,372,Diagnostic Tests,Scoring test result,PHQP,4,372-Diagnostic Tests-Scoring test result-PHQP,0
1447,372,Diagnostic Tests,Scoring test result,/27,4,372-Diagnostic Tests-Scoring test result-/27,0
11,372,Diagnostic Tests,Scoring test result,/26,4,372-Diagnostic Tests-Scoring test result-/26,0
