count,provcat,description,higher-level category
2797,2143,DOCTOR OF EDUCATION,MENTAL HEALTH PROFESSIONAL
79,0175,PEDODONTIST,PEDODONTIST
219,1841,PSYCHOANALYST,CLINICAL PSYCHOLOGY
47,1050,PHYSICAL THERAPIST - MOVEMENT DISORDERS,PHYSICAL THERAPY PROVIDER
697,3383,MEDICAL REHABILITATION CENTER,CARDIAC & MEDICAL REHAB FACILITIES
32,1842,SURGICAL ASSISTANT (NON-PHYS),OTHER NON-PHYSICIAN PROVIDER
3,3831,CRISIS DIVERSION,SOCIAL WORKER
10,3149,NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
2,1377,ALLERGIST,ALLERGY & IMMUNOLOGY
131,3142,GENERAL SURGEON - ORAL & MAXILOFACIAL SPECIALIST,GENERAL SURGERY
650,6362,CASE MANAGEMENT AGENCY,COMMUNITY SUPPORT SERVICES
1,2848,CHIROPRACTOR,CHIROPRACTOR
20,2913,SUBSTANCE ABUSE SERVICES,ADDICTION MEDICINE SPECIALIST
177245986,0308,FAMILY PRACTITIONER,FAMILY PRACTICE
3562450,0314,FAMILY PRACTICE SPECIALIST,FAMILY PRACTICE
10467228,0458,ENDOCRINOLOGIST (DIABETES SPECIALIST),ENDOCRINOLOGY
10118395,0773,PHYSICAL MEDICINE SPECIALIST,PHYSICAL MEDICINE & REHABILITATION
232436,0318,FAMILY PRACTITIONER,FAMILY PRACTICE
6848,0808,PLASTIC SURGEON,PLASTIC & RECONSTRUCTIVE SURGERY
40099,5770,PEDIATRIC SPECIALIST,PEDIATRICS
238724,4221,UNKNOWN PROVIDER TYPE,UNKNOWN
23634,3233,DEPARTMENT OF HEALTH CLINIC,HOME HEALTH AGENCY
3572,3224,PEDIATRIC PATHOLOGIST,PATHOLOGY
1513,1707,HOME HEALTH AGENCY- HOME HEALTH AIDE,HOME HEALTH AGENCY
3317,2317,SPEECH PATHOLOGIST,SPEECH THERAPY PROVIDER
2784,5972,UNKNOWN NON-PHYSICIAN PROVIDER,OTHER NON-PHYSICIAN PROVIDER
879,1817,NUTRITIONIST,NUTRITIONIST
2410,2489,DOCTOR OF NAPROPATHY,OTHER NON-PHYSICIAN PROVIDER
111,3657,PHARMACIST,PHARMACY
52,1279,THORACIC SURGEON,THORACIC SURGERY
17,3040,VASCULAR INTERVENTION RADIOLOGIST,RADIOLOGY
87,0972,THORACIC/CARDIOVASCULAR SURGEON,THORACIC SURGERY
57,3778,ADOLESCENT MEDICINE SPECIALIST,PEDIATRICS
106,2377,LICENSED PRACTICAL NURSE,VOCATIONAL/PRACTICAL NURSE
31,6201,LICENSED PROFESSIONAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
82,3511,LICENSED PROFESSIONAL COUNSELOR,MENTAL HEALTH PROFESSIONAL
292,2176,OTHER MENTAL HEALTH PROFESSIONAL,MENTAL HEALTH PROFESSIONAL
133,2113,"NURSE PRACTITIONER, CLINICAL SPECIALIST IN MENTAL",REGISTERED NURSE - PSYCHIATRIC
274,3057,SPEECH PATHOLOGIST,SPEECH THERAPY PROVIDER
436,2714,PSYCHIATRIST - CLINICAL PSYCHOLOGY,PSYCHIATRY
20,1894,NURSE MIDWIFE,REGISTERED NURSE - MIDWIFE
928,3922,HOMEMAKER AGENCY,COMMUNITY SUPPORT SERVICES
6,1267,HEMATOLOGIST,HEMATOLOGY & ONCOLOGY
105,2556,GENERAL DENTIST,DENTIST
155,2459,ADDICTION MEDICINE SPECIALIST,ADDICTION MEDICINE SPECIALIST
576872,0694,OTOLOGIST,OTOLARYNGOLOGY
768896,0649,PEDIATRIC ORTHOPEDIC SURGEON,ORTHOPEDICS
1057304,0114,NUTRITIONIST,NUTRITIONIST
106301,6060,ANESTHESIOLOGIST ASSISTANT,OTHER NON-PHYSICIAN PROVIDER
58838,0072,HOME HEALTH AGENCY- HOME HEALTH AIDE,HOME HEALTH AGENCY
122,1673,INTERNIST/GENERAL INTERNIST,INTERNAL MEDICINE
627,1756,LICENSED PRACTICAL NURSE,VOCATIONAL/PRACTICAL NURSE
9662,1175,PEDIATRICIAN,PEDIATRICS
5152,1185,EMERGENCY MEDICINE (PHYSICIANS),EMERGENCY MEDICINE
4840,2173,NURSE PRACTITIONER,REGISTERED NURSE - PRACTITIONER
8281,1684,CLINICAL SOCIAL WORKER,SOCIAL WORKER
20534,4643,GASTROENTEROLOGIST,GASTROENTEROLOGY
981,4099,HYPERBARIC MEDICINE-WOUND CARE,EMERGENCY MEDICINE
42,1054,PEDIATRIC PULMONARY DISEASE SPECIALIST,PULMONARY MEDICINE
436,1241,PHYSICAL THERAPIST - MOVEMENT DISORDERS,PHYSICAL THERAPY PROVIDER
84,3048,PSYCHOANALYST,CLINICAL PSYCHOLOGY
15,7000,SURGICAL ASSISTANT (NON-PHYS),OTHER NON-PHYSICIAN PROVIDER
105,7295,CLINICAL SOCIAL WORKER,SOCIAL WORKER
2,0542,MEDICAL GENETICIST,GENETICS
97,5357,PHYSICAL THERAPIST,PHYSICAL THERAPY PROVIDER
2,2446,FAMILY PRACTITIONER,FAMILY PRACTICE
2,6864,DURABLE MEDICAL EQUIPMENT,MEDICAL SUPPLY HOUSE
